1498507179676 4993.714700482473 4965.838630906353 5018.9724852071
1498507180293 5012.368152621583 4986.709116519651 5032.7568005252215
1498507180842 5005.180937591482 4984.979826208462 5025.283862429463
1498507181330 4995.755481110838 4975.2182240029215 5015.082676547241
1498507181856 4989.891709256589 4974.1425073105975 5004.464402966926
1498507182364 4990.363840423794 4975.319354955595 5005.150707184474
1498507182832 4990.364393056579 4978.443823937552 5005.262236951278
1498507183316 4990.713250904126 4981.28153913627 5003.185166532047
1498507183769 4994.034227546934 4982.79704114881 5005.67824852073
1498507184213 4994.737113226068 4983.117611990077 5005.119598557476
1498507184701 4997.536319053019 4988.896986888319 5007.05670878088
1498507185152 4997.733807115265 4989.966008679973 5006.956589653569
1498507185568 4995.774900165437 4989.2377755957095 5004.8657055397325
1498507186019 4994.912655674005 4987.776914358543 5004.442932453964
1498507186433 4995.977839908565 4989.044491107163 5004.980968385765
1498507186840 4999.065527465581 4992.549662957147 5008.152138703951
1498507187458 4998.244860139368 4991.717031731611 5007.2536560245835
1498507187866 4997.41942025039 4990.756096954272 5006.150560061933
1498507188293 4996.664127004993 4990.324335779904 5004.505235365105
1498507188738 4996.344889844995 4990.1683665008295 5003.830979006609
1498507189232 4998.002991098409 4991.000889254996 5005.589310937069
1498507189697 4998.87717568525 4991.6086427463915 5006.200778963696
1498507190123 4999.571974154205 4993.639269435226 5005.82240677154
1498507190541 4999.3369023580235 4992.639281650164 5006.098437279299
1498507190979 4999.314137770319 4991.65872241236 5005.859139648906
1498507191401 4999.105052220937 4991.174200399987 5004.965916173127
1498507191803 4999.499579166613 4991.347712082145 5005.384642367686
1498507192206 4998.718789971887 4991.060788386653 5004.367116515771
1498507192665 4998.809397337166 4990.835879236892 5003.703880121566
1498507193114 4997.198094847895 4989.837302586639 5002.876722096825
1498507193584 4997.606805276063 4989.890270532518 5003.4823290593795
1498507194073 4997.546184113316 4990.267415021051 5003.968673212792
1498507194562 4996.684735276682 4989.991632589914 5002.7847536949885
1498507195004 4997.02617992322 4990.127697493875 5002.6088745491525
1498507195550 4996.991815176109 4990.215862501463 5002.251487307138
1498507195996 4997.130896849466 4990.904670561542 5002.808509779039
1498507196490 4997.240167941133 4991.388098616744 5002.4216178938095
1498507197009 4995.891604334375 4989.751475198693 5000.878199908048
1498507197489 4996.548332896602 4990.527317533741 5000.920018554999
1498507198031 4996.363783871214 4990.544260628432 5000.8496293214885
1498507198551 4997.063457074536 4991.476657834648 5001.3528202887
1498507199076 4996.686618422928 4990.976820333741 5001.046624053853
1498507199646 4997.381419443169 4991.650747445772 5001.798528847958
1498507200205 4997.331828886573 4991.408221172701 5001.944945541872
1498507200722 4997.647374326569 4991.956293707811 5002.643024619447
1498507201346 4997.271779240079 4991.835223014797 5002.325941963392
1498507201775 4997.455349075621 4992.269537968537 5001.995026011602
1498507202236 4997.554295937883 4992.561056356865 5001.9788205596815
1498507202659 4998.061865279534 4993.008244513788 5002.358204533745
1498507203060 4997.865425356662 4992.69677683753 5002.607827041917
1498507203468 4998.287950868822 4992.999834734834 5002.868646666246
1498507203919 4998.354906292171 4993.19466674995 5002.753321916471
1498507204487 4998.615962981916 4993.146664856391 5003.406719656154
1498507205038 4998.3702705655605 4992.865165880228 5003.027019310091
1498507205508 4998.4727030154145 4993.164871984388 5003.288644241496
1498507206086 4998.520458541749 4993.511892588685 5003.054552165405
1498507206626 4998.8164573628355 4994.067032978019 5003.209096615194
1498507207227 4998.342867239626 4993.484744675041 5002.654998505016
1498507207879 4998.480528931207 4993.512205157321 5002.916677930656
1498507208451 4998.726082373026 4993.7767622257725 5002.556940081544
1498507209001 4998.798897991673 4993.909584269369 5002.448341607117
1498507209670 4998.808911882867 4994.198446669858 5002.791790107767
1498507210254 4998.587851204009 4993.92414954131 5002.492056549665
1498507210852 4998.930632236301 4994.248286884533 5003.101811657805
1498507211423 4998.977043729887 4994.35254433141 5002.801231697007
1498507212099 4998.747580672009 4994.217857535268 5002.355650525987
1498507212686 4998.782700957686 4994.161263488129 5002.544564886991
1498507213234 4999.05582934598 4994.378814376246 5002.534394655607
1498507213819 4998.803197616726 4993.990908164217 5002.398448431537
1498507214384 4998.739981339987 4994.109275038476 5002.199199608778
